REPORT_NUMBER,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,NRC_RPT_NUM,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,INJURY_IND,ONSHORE_STATE_ABBREVIATION,ONSHORE_POSTAL_CODE,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,PIPE_FAC_NAME,ITEM_INVOLVED,INSTALLATION_YEAR,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,AMOUNT_RELEASED,REL_WATER_NAME,COMMODITY_REACHED_HCA,COMMERCIALLY_NAV_IND,HIGH_POP_IND,OTHER_POP_IND,USA_DRINKING_IND,USA_ECOLOGICAL_IND,PRPTY,CAUSE,CAUSE_DETAILS,PREPARER_EMAIL,AUTHORIZER_EMAIL,DOMAIN
20150026,32147,MARATHON PIPE LINE LLC,12/25/14 8:57,39.6854,-87.23644,1104242,12/25/14 10:50,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),9.4,,0.6,NO,NO,IN,47872,ROCKVILLE,PARKE ,CATLIN STATION,TUBING,1999,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,368500,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,dmshay@marathonpetroleum.com,rwbishop@marathonpetroleum.com,marathonpetroleum.com
20150025,30826,WILLIAMS FIELD SERVICES,12/24/14 21:49,40.262706,-80.264106,1104249,12/25/14 15:23,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,1924,800,0,NO,NO,PA,15340,HICKORY,WASHINTON,OAK GROVE TO HOUSTON ETHANE LINE,TANK/VESSEL,2014,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,1031509,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,troy.stahle@williams.com,marie.sotak@williams.com,williams.com
20150015,32147,MARATHON PIPE LINE LLC,12/23/14 20:30,30.016724,-90.853104,1104177,12/23/14 22:19,CRUDE OIL,,0,,0,NO,NO,LA,70086,ST. JAMES,ST. JAMES,ST. JAMES CAPLINE,TANK/VESSEL,1974,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,YES,,30000,NATURAL FORCE DAMAGE,LIGHTNING,rlhermiller@marathonpetroleum.com,rwbishop@marathonpetroleum.com,marathonpetroleum.com
20150022,31580,"MAGELLAN TERMINALS HOLDINGS, LP",12/22/14 21:30,35.92612,-96.7459,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,6,,6,NO,NO,OK,74023,CUSHING,LINCOLN,CUSHING SOUTH CRUDE,FLANGE,2014,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,11300,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,deaundra.chancellor@magellanlp.com,deaundra.chancellor@magellanlp.com,magellanlp.com
20150023,22610,"MAGELLAN PIPELINE COMPANY, LP",12/21/14 4:00,39.84541,-104.91319,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0.47,,0.47,NO,NO,CO,80024,DUPONT,ADAMS,DUPONT TERMINAL,SUMP/SEPARATOR,,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,YES,,6025,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,laurie.england@magellanlp.com,laurie.england@magellanlp.com,magellanlp.com
20150017,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",12/18/14 14:15,32.782428,-103.960045,1103820,12/18/14 15:49,CRUDE OIL,,0.5,,0,NO,NO,NM,88210,Not Within a Municipality,EDDY,BEESON PUMP STATION,SUMP/SEPARATOR,2009,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,50140,OTHER INCIDENT CAUSE,MISCELLANEOUS,sameera.esquibel@hollyenergy.com,sameera.esquibel@hollyenergy.com,hollyenergy.com
20150021,22855,"KOCH PIPELINE COMPANY, L.P.",12/18/14 10:58,47.303798,-95.187438,1103830,12/18/14 18:24,CRUDE OIL,,20,,18.9,NO,NO,MN,56676,SHEVLIN,CLEARWATER,ITASCA PUMP STATION,PIPE,1989,NO,YES,YES,YES,NO,,,,,,,,,NO,,,,,,884482,CORROSION FAILURE,INTERNAL CORROSION,carol.klusener@kochpipeline.com,kim.gerold@kochpipeline.com,kochpipeline.com
20150020,300,"PLAINS PIPELINE, L.P.",12/17/14 13:30,42.851147,-106.357092,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.24,,0.24,NO,NO,WY,82601,CASPER,NATRONA,BIGHORN PL CASPER STATION,FLANGE,1970,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,14015,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20150016,1845,"BUCKEYE PARTNERS, LP",12/17/14 9:40,41.643229,-87.467121,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),2.38,,1.9,NO,NO,IN,46212,EAST CHICAGO,LAKE,EAST CHICAGO EAST TERMINAL,VALVE,,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,YES,,26500,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,mellman@buckeye.com,cpankowski@buckeye.com,buckeye.com
20150018,4906,EXXONMOBIL PIPELINE CO,12/15/14 13:00,29.579031,-96.076544,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0.36,,0.36,NO,NO,TX,78934,Not Within a Municipality,WHARTON,SAPL - (SAN ANTONIO PIPELINE),PIPE,1962,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,70015,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),thad.massengale@exxonmobil.com,mark.d.weesner@exxonmobil.com,exxonmobil.com
20150054,31056,ASIG - HONOLULU,12/14/14 14:00,21.31774,-157.89055,1106276,1/21/15 14:04,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",1300,,820,NO,NO,HI,96819, HONOLULU,HONOLULU,SAND ISLAND TERMINAL FACILITY,TANK/VESSEL,1973,NO,YES,YES,YES,YES,,,YES,,,,1250,GROUNDWATER,YES,,,YES,,,2816000,CORROSION FAILURE,EXTERNAL CORROSION,don.grimes@signatureflight.com,jason.maga@signatureflight.com,signatureflight.com
20150014,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",12/13/14 16:06,40.162536,-101.529805,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1.19,,0,NO,NO,NE,69021,BENKELMAN,DUNDY,PUMP STATION,VALVE,2014,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,19544,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,tim.arnold@tallgrassenergylp.com,tim.arnold@tallgrassenergylp.com,tallgrassenergylp.com
20160386,32537,WYOMING PIPELINE COMPANY,12/11/14 10:00,43.66693333,-105.0670667,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,5,,5,NO,NO,WY,82701,Not Within a Municipality,WESTON COUNTY,WYOMING PIPELINE COMPANY,METER/PROVER,,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,11615,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,wbmlcm@cox.net,nholwell@parpacific.com,cox.net
20150004,1845,"BUCKEYE PARTNERS, LP",12/11/14 9:55,41.644934,-87.47608,1103196,12/11/14 11:50,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,0.12,0,0,NO,NO,IN,46312,EAST CHICAGO,LAKE,EAST CHICAGO WEST TERMINAL,OTHER,2014,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,YES,,1550,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,mellman@buckeye.com,cpankowski@buckeye.com,buckeye.com
20150019,300,"PLAINS PIPELINE, L.P.",12/11/14 8:45,28.526987,-99.223782,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,TX,78014,COTULLA,LA SALLE,GARDENDALE JV TERMINAL,PUMP,2013,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,12050,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20150012,15674,PLANTATION PIPE LINE CO,12/11/14 6:50,34.545017,-82.50691,1103152,12/11/14 7:16,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0,,0,NO,NO,SC,29627,BELTON,ANDERSON,26-INCH CNG PIPELINE,OTHER,1968,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,0,INCORRECT OPERATION,OTHER INCORRECT OPERATION,quintin_frazier@kindermorgan.com,quintin_frazier@kindermorgan.com,kindermorgan.com
20150003,2552,COLONIAL PIPELINE CO,12/10/14 14:54,33.85623,-84.63053,1103664,12/17/14 12:22,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),22.6,,2,NO,NO,GA,30106,AUSTELL,COBB,CPC/ATLANTA JUNCTION,OTHER,1978,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,63088,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,nfurgerson@colpipe.com,dlohoff@colpipe.com,colpipe.com
20140430,1845,"BUCKEYE PARTNERS, LP",12/10/14 14:12,40.697537,-84.127225,1103128,12/10/14 17:44,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",1,,1,NO,NO,OH,45804,LIMA,ALLEN,LIMA STATION,VALVE,,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,15500,INCORRECT OPERATION,OTHER INCORRECT OPERATION,cclark@buckeye.com,cpankowski@buckeye.com,buckeye.com
20150009,31684,PHILLIPS 66 PIPELINE LLC,12/10/14 0:20,35.646475,-119.955655,1103610,12/16/14 14:55,CRUDE OIL,,0.79,,0.79,NO,NO,CA,93249,LOST HILLS,KERN,JUNCTION PUMP STATION,PIPE,1952,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,63050,CORROSION FAILURE,INTERNAL CORROSION,brian.gibbs@p66.com,todd.l.tullio@p66.com,p66.com
20150010,18092,"SFPP, LP",12/9/14 9:10,38.003663,-122.056224,1102994,12/9/14 9:20,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.01,,0.01,NO,NO,CA,94520,CONCORD,CONTRA COSTA,CONCORD STATION,TANK/VESSEL,1967,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,YES,YES,150501,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",steve_marositz@kindermorgan.com,buzz_fant@kindermorgan.com,kindermorgan.com
20150011,32258,KINDER MORGAN COCHIN LLC,12/9/14 0:22,46.370782,-97.467557,1102964,12/9/14 3:49,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,5.7,,5.7,NO,NO,ND,78060,MILNOR,RANSOM,LISBON PUMP STATION,TUBING,2014,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,181345,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,jaime_hernandez@kindermorgan.com,jaime_hernandez@kindermorgan.com,kindermorgan.com
20140435,30829,ENTERPRISE CRUDE PIPELINE LLC,12/8/14 18:00,32.000452,-102.26999,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,35,,35,NO,NO,TX,76112,GLENDALE,MIDLAND,DIAMONDBACK PUMP STATION,INSTRUMENTATION,,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,34950,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",candress@eprod.com,candress@eprod.com,eprod.com
20150008,15674,PLANTATION PIPE LINE CO,12/8/14 16:08,34.544428,-82.507594,1102947,12/8/14 18:15,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),8800,,4978,NO,NO,SC,29627,BELTON,ANDERSON,26-INCH CNG PIPELINE,PIPE,1968,NO,YES,YES,YES,YES,,YES,YES,,,,8000,"NO NAME FOR GROUNDWATER, NO NAME FOR STREAM. APPROXIMATELY 8000 BARRELS IN GROUNDWATER. ONLY LIGHT SHEEN ON SURFACE WATER.",NO,,,,,,3838000,INCORRECT OPERATION,OTHER INCORRECT OPERATION,quintin_frazier@kindermorgan.com,quintin_frazier@kindermorgan.com,kindermorgan.com
20150006,31888,CENTURION PIPELINE L.P.,12/8/14 12:52,32.15603,-102.16955,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,20,,1,NO,NO,TX,79782,STANTON,MARTIN,WOLFBERRY PIPELINE SYSTEM - 16IN,PIPE,2012,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,97900,CORROSION FAILURE,INTERNAL CORROSION,paul_biancardi@oxy.com,cutty_cunningham@oxy.com,oxy.com
20150007,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",12/8/14 9:30,45.97528,-86.24556,1102907,12/8/14 11:30,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0,0,0,NO,NO,MI,49854,MANISTIQUE,SCHOOLCRAFT,LINE 5,"WELD, INCLUDING HEAT-AFFECTED ZONE",1953,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,YES,,214500,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",stacy.soine@enbridge.com,david.stafford@enbridge.com,enbridge.com
20150005,31618,ENTERPRISE PRODUCTS OPERATING LLC,12/7/14 18:43,29.76621,-95.012446,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.24,,0.24,NO,NO,TX,77520,BAYTOWN,HARRIS,P98,FLANGE,,,,,,NO,,,,,,,,,YES,,YES,,,YES,2040,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20140433,31555,KINDER MORGAN CO2 CO. LP,12/6/14 5:16,31.1158,-102.2931,NRC NOTIFICATION NOT REQUIRED,,CO2 (CARBON DIOXIDE),,31.8,0,0,NO,NO,TX,79752,MCCAMEY,UPTON,MCCAMEY STATION,VALVE,2010,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,1641,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,april_zapien@kindermorgan.com,scott_muston@kindermorgan.com,kindermorgan.com
20140441,31684,PHILLIPS 66 PIPELINE LLC,12/6/14 2:40,29.717845,-95.178373,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.55,,0.55,NO,NO,TX,77506,PASADENA,HARRIS,PASADENA TERMINAL,PUMP,2014,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,YES,,7600,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,jeff.d.shouse@p66.com,todd.l.tullio@p66.com,p66.com
20150002,32258,KINDER MORGAN COCHIN LLC,12/5/14 12:03,41.01816,-88.015049,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,0.42,,0.42,NO,NO,IL,60941,KANKAKEE,KANKAKEE,KAKAKEE STORAGE FACILITY,VALVE,2014,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,2402,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,jaime_hernandez@kindermorgan.com,jaime_hernandez@kindermorgan.com,kindermorgan.com
20140438,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",12/3/14 8:45,46.69354,-92.049,,,CRUDE OIL,,5.95,,5.95,NO,NO,WI,54880,SUPERIOR,DOUGLAS,PE/SUPERIOR TERMINAL,OTHER,2014,NO,YES,NO,NO,NO,,,,,,,,,YES,YES,YES,YES,YES,,41878,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,stacy.soine@enbridge.com,david.stafford@enbridge.com,enbridge.com
20140437,300,"PLAINS PIPELINE, L.P.",12/2/14 18:16,44.94151,-108.8267,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,4,,4,NO,NO,WY,82435,POWELL,PARK,ELK BASIN STATION,VALVE,2014,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,13960,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20140439,32109,"ONEOK NGL PIPELINE, LLC",11/30/14 14:30,34.462837,-97.688497,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0.24,0,0,NO,NO,OK,73491,VELMA,STEPHENS,ONEOK VELMA PUMP STATION,TUBING,2010,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,375,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20140429,300,"PLAINS PIPELINE, L.P.",11/30/14 7:29,42.23326,-104.68633,,,CRUDE OIL,,2,,2,NO,NO,WY,82601,CASPER,NATRONA,CASPER,PUMP,,,,,,NO,,,,,,,,,NO,,,,,,6400,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20140436,300,"PLAINS PIPELINE, L.P.",11/26/14 22:00,32.99344,-102.78992,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,50,,50,NO,NO,TX,79323,DENVER CITY,YOAKUM,WASSON STATION,SUMP/SEPARATOR,1953,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,46100,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20140431,30829,ENTERPRISE CRUDE PIPELINE LLC,11/26/14 10:27,29.760156,-96.148478,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.4,,0.4,NO,NO,TX,77474,SEALY,AUSTIN,SEALY TANK FARM,VALVE,,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,515,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",candress@eprod.com,candress@eprod.com,eprod.com
20140432,4805,EXPLORER PIPELINE CO,11/25/14 22:07,35.97916323,-96.00824525,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.2,,0.2,NO,NO,OK,74033,GLENPOOL,TULSA,GLENPOOL TANK FARM,INSTRUMENTATION,2014,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,YES,,,2720,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,kbrown@expl.com,jsieck@expl.com,expl.com
20140422,31574,"WESTERN REFINING PIPELINE, LLC",11/25/14 9:30,36.487768,-108.129948,1101955,11/25/14 10:15,CRUDE OIL,,62,,58,NO,NO,NM,87413,BLOOMFIELD,SAN JUAN,BISTI STATION,PUMP,1978,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,10068,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,dave.richards@wnr.com,brad.ping@wnr.com,wnr.com
20140420,1845,"BUCKEYE PARTNERS, LP",11/24/14 9:59,40.697537,-84.127225,1101850,11/24/14 11:38,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",1.45,,1.45,NO,NO,OH,45804,LIMA,ALLEN,LIMA STATION,VALVE,2013,NO,YES,NO,NO,YES,,YES,,,,,1.45,ON SITE DRAINAGE COLVERT,YES,,YES,,,,18138,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",cclark@buckeye.com,cpankowski@buckeye.com,buckeye.com
20140434,1960,BUTTE PIPELINE CO,11/24/14 7:20,46.38995,-104.452,,,CRUDE OIL,,25,,16,NO,NO,MT,59313,,,BAKER STATION,RELIEF LINE,1955,NO,,,,NO,,,,,,,,,NO,,,,,,41500,CORROSION FAILURE,INTERNAL CORROSION,,jared.radosevich@truecos.com,
20140428,1845,"BUCKEYE PARTNERS, LP",11/20/14 9:00,40.536111,-74.256944,1101593,11/20/14 16:16,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.19,,0.19,NO,NO,NJ,8861,PERTH AMBOY,MIDDLESEX ,PERTH AMBOY,VALVE,,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,9520,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,cstrickler@buckeye.com,cpankowski@buckeye.com,buckeye.com
20140425,22610,"MAGELLAN PIPELINE COMPANY, LP",11/19/14 15:30,36.41801,-97.81118,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",13,,13,NO,NO,OK,73703,ENID,GARFIELD,ENID TERMINAL,VALVE,,NO,YES,NO,NO,NO,,,,,,,,,YES,,,YES,,,4175,INCORRECT OPERATION,OTHER INCORRECT OPERATION,ken.lybarger@magellanlp.com,ken.lybarger@magellanlp.com,magellanlp.com
20140426,18718,SUNOCO PIPELINE L.P.,11/19/14 15:00,32.53403,-94.84332,1101483,11/19/14 15:48,CRUDE OIL,,1.5,,1,NO,NO,TX,75693,WHITE OAK,GREGG,LONGVIEW GATHERING,FLANGE,2014,NO,YES,NO,YES,YES,,YES,,,,,0.1,HAWKINS BRANCH CREEK,YES,,YES,,YES,,49508,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20140424,26085,"PLAINS MARKETING, L.P.",11/18/14 11:45,35.936666,-96.745218,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,OK,74023,CUSHING,PAYNE,CUSHING TERMINAL,TANK/VESSEL,1993,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,20100,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20140427,32678,KINDER MORGAN CRUDE AND CONDENSATE LLC,11/18/14 9:32,29.066613,-97.368731,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.63,,0.63,NO,NO,TX,77954,CUERO,DEWITT,DEWITT PUMP STATION ,PUMP,2012,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,37742,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,james_palacios@kindermorgan.com,jaime_hernandez@kindermorgan.com,kindermorgan.com
20150047,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",11/17/14 13:26,40.701149,-103.181597,1101374,11/17/14 13:54,CRUDE OIL,,119.05,,47.62,NO,NO,CO,80751,STERLING,LOGAN,STERLING PIG ADAPTER,VALVE,2013,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,172234,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,jennifer.eckels@tallgrassenergylp.com,jennifer.eckels@tallgrassenergylp.com,tallgrassenergylp.com
20140421,31574,"WESTERN REFINING PIPELINE, LLC",11/17/14 9:24,36.48794,-108.16955,1101250,11/17/14 10:24,CRUDE OIL,,5,,4.08,NO,NO,NM,87401,BISTI,SAN JUAN,WESTERN BISTI STATION,FLANGE,,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,1870,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,dave.richards@wnr.com,brad.ping@wnr.com,wnr.com
20140423,2190,CENTRAL FLORIDA PIPELINE CORP,11/16/14 8:25,28.422698,-81.370474,1101167,11/16/14 8:58,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0,,0,NO,NO,FL,32824,ORLANDO,ORANGE,ORLANDO TERMINAL,TUBING,2014,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,1000,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,quintin_frazier@kindermorgan.com,quintin_frazier@kindermorgan.com,kindermorgan.com
20140410,31174,"SHELL PIPELINE CO., L.P.",11/13/14 13:55,35.26177777,-119.0744917,1100996,11/13/14 15:13,CRUDE OIL,,2,,2,NO,NO,CA,93313,BAKERSFIELD,KERN,GATEWAY SYSTEM,PIPE,,,,,,NO,,,,,,,,,YES,,,YES,,,20000,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",richard.klasen@shell.com,deborah.price@shell.com,shell.com
